Field1,Field2,Field3,Field4,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20
Dec-20,Dec-21,YTD 2020,YTD 2021,,Noatak NPRES,"2,011","2,011",0,"12,533","12,891",358, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,North Cascades NP,2,0,-2,"30,885","17,856","-13,029", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Obed W&SR,"20,298","22,962","2,664","237,837","247,828","9,991", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Ocmulgee Mounds NHP,"7,734","9,438","1,704","61,303","128,820","67,517", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Olympic NP,"80,143","81,487","1,344","2,499,177","2,718,925","219,748", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Oregon Caves NM & PRES,432,972,540,"22,789","34,202","11,413", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Organ Pipe Cactus NM,"16,833","12,344","-4,489","191,512","190,848",-664, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Ozark NSR,"28,676","28,818",142,"1,316,795","1,328,773","11,978", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Padre Island NS,"35,370","32,741","-2,629","617,704","615,826","-1,878", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Palo Alto Battlefield NHP,"8,430","10,826","2,396","97,860","128,852","30,992", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Paterson Great Falls NHP,"11,966","10,512","-1,454","339,768","312,595","-27,173", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Pea Ridge NMP,"2,247","2,157",-90,"80,455","82,854","2,399", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Pearl Harbor NMEM,"36,252","100,988","64,736","415,542","1,185,369","769,827", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Pecos NHP,"2,263","2,263",0,"36,695","57,909","21,214", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Pennsylvania Avenue NHS,0,0,0,"15,898",0,"-15,898", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Perry's Victory & Intl. Peace MEM,"1,230","1,353",123,"40,469","68,010","27,541", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Petersburg NB,"15,379","14,754",-625,"152,878","201,606","48,728", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Petrified Forest NP,"30,991","27,615","-3,376","384,483","570,826","186,343", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Petroglyph NM,"23,384","30,164","6,780","356,492","366,805","10,313", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Pictured Rocks NL,"10,514",401,"-10,113","1,212,251","1,309,034","96,783", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Pinnacles NP,"20,839","19,033","-1,806","165,740","348,857","183,117", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Pipe Spring NM,707,626,-81,"10,623","24,026","13,403", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Pipestone NM,654,655,1,"38,229","82,350","44,121", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Piscataway Park,"23,154","19,223","-3,931","166,484","332,209","165,725", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Point Reyes NS,"233,182","171,847","-61,335","2,252,424","2,738,098","485,674", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Port Chicago Naval Magazine NMEM,0,0,0,70,545,475, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,President W.J. Clinton Birthplace Home NHS,234,496,262,"4,055","7,279","3,224", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,President's Park,"212,936","219,337","6,401","369,533","395,915","26,382", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Prince William Forest Park,"23,729","12,132","-11,597","333,903","316,413","-17,490", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Pu'uhonua o Honaunau NHP,"10,670","29,125","18,455","130,845","250,919","120,074", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Pu'ukohola Heiau NHS,956,"2,800","1,844","23,970","24,326",356, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Rainbow Bridge NM,45,45,0,"3,573","3,290",-283, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Redwood NP,"14,120","14,120",0,"265,177","414,900","149,723", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Richmond NBP,"13,277","13,857",580,"179,598","152,308","-27,290", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Rio Grande W&SR,18,7,-11,126,275,149, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,River Raisin NBP,"15,072","11,544","-3,528","309,977","263,472","-46,505", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Rock Creek Park,"98,296","101,542","3,246","1,768,152","1,302,373","-465,779", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Rocky Mountain NP,"156,165","124,388","-31,777","3,305,199","4,434,848","1,129,649", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Roger Williams NMEM,0,0,0,"13,971","19,944","5,973", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Rosie The Riveter WWII Home Front NHP,25,25,0,"9,528","17,126","7,598", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Ross Lake NRA,"9,040","8,818",-222,"920,526","855,926","-64,600", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Russell Cave NM,933,336,-597,"8,462","21,805","13,343", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Sagamore Hill NHS,"23,750","15,343","-8,407","105,289","207,032","101,743", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Saguaro NP,"163,339","89,470","-73,869","762,226","1,078,925","316,699", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Saint Croix Island IHS,0,0,0,"6,914","10,299","3,385", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Saint Croix NSR,435,0,-435,"798,622","577,426","-221,196", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Saint Paul's Church NHS,210,652,442,"5,968","5,022",-946, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Saint-Gaudens NHP,250,500,250,"13,286","26,058","12,772", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Salem Maritime NHS,"4,183","3,523",-660,"125,554","181,011","55,457", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Salinas Pueblo Missions NM,"2,266","3,588","1,322","26,982","38,080","11,098", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Salt River Bay NHP & Ecological Pres,174,835,661,"2,704","10,707","8,003", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,San Antonio Missions NHP,"95,958","95,958",0,"1,141,353","1,329,090","187,737", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,San Francisco Maritime NHP,"150,910","206,736","55,826","1,936,101","2,827,885","891,784", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,San Juan Island NHP,"36,161","16,510","-19,651","426,335","638,068","211,733", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,San Juan NHS,"19,510","97,336","77,826","357,100","798,188","441,088", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Sand Creek Massacre NHS,122,198,76,"4,215","6,201","1,986", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Santa Monica Mountains NRA,"71,772","56,691","-15,081","733,576","830,451","96,875", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Saratoga NHP,"2,200","1,353",-847,"73,825","70,683","-3,142", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Saugus Iron Works NHS,"2,170",0,"-2,170","16,928","14,287","-2,641", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Scotts Bluff NM,"5,847","5,709",-138,"181,900","194,027","12,127", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Sequoia NP,"29,050","24,578","-4,472","796,086","1,059,548","263,462", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Shenandoah NP,"44,054","45,939","1,885","1,666,265","1,592,316","-73,949", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Shiloh NMP,"45,334","19,363","-25,971","386,883","371,863","-15,020", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Sitka NHP,"7,779","1,227","-6,552","115,494","93,593","-21,901", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Sleeping Bear Dunes NL,"20,756","14,401","-6,355","1,718,696","1,722,955","4,259", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Springfield Armory NHS,0,866,866,"1,032","13,557","12,525", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Statue of Liberty NM,"31,290","217,071","185,781","576,396","1,556,482","980,086", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Steamtown NHS,"1,716","3,084","1,368","27,322","54,433","27,111", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Stones River NB,"26,195","31,406","5,211","301,270","365,833","64,563", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Stonewall NM,0,0,0,0,"70,000","70,000", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Sunset Crater Volcano NM,"6,145","4,462","-1,683","83,669","125,653","41,984", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Tallgrass Prairie NPRES,"1,363","1,163",-200,"29,009","35,001","5,992", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Theodore Roosevelt Birthplace NHS,0,100,100,"4,984","1,720","-3,264", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Theodore Roosevelt Inaugural NHS,228,228,0,"5,098","11,908","6,810", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Theodore Roosevelt Island,"14,548","14,548",0,"153,598","160,042","6,444", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Theodore Roosevelt NP,"6,874","2,187","-4,687","551,303","796,085","244,782", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Thomas Edison NHP,395,"1,232",837,"7,605","14,807","7,202", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Thomas Jefferson MEM,"75,707","138,134","62,427","852,626","1,833,924","981,298", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Thomas Stone NHS,350,471,121,"2,351","3,967","1,616", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Timpanogos Cave NM,766,735,-31,"92,481","122,551","30,070", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Timucuan EHP,"70,194","79,759","9,565","1,017,373","935,420","-81,953", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Tonto NM,"2,677","2,290",-387,"24,756","32,334","7,578", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Tule Springs Fossil Beds NM,,,0,,,0, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Tumacacori NHP,"2,190","4,542","2,352","23,726","33,357","9,631", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Tuskegee Airmen NHS,110,110,0,"6,843","7,707",864, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Tuskegee Institute NHS,90,90,0,"4,737","5,470",733, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Tuzigoot NM,"8,007","3,146","-4,861","78,358","119,627","41,269", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Ulysses S. Grant NHS,922,"1,444",522,"15,236","27,823","12,587", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Upper Delaware S&RR,"3,424","3,424",0,"250,198","268,013","17,815", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Valles Caldera NPRES,"1,949","3,301","1,352","30,434","76,578","46,144", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Valley Forge NHP,"161,000","68,192","-92,808","2,012,832","1,502,209","-510,623", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Vanderbilt Mansion NHS,"19,787","16,806","-2,981","217,231","333,029","115,798", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Vicksburg NMP,"13,680","18,958","5,278","176,236","391,950","215,714", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Vietnam Veterans MEM,"141,409","200,742","59,333","1,585,525","3,636,033","2,050,508", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Virgin Islands NP,"18,241","26,490","8,249","167,540","280,226","112,686", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Voyageurs NP,19,357,338,"263,091","243,042","-20,049", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Waco Mammoth NM,"4,003","5,802","1,799","46,457","81,338","34,881", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Walnut Canyon NM,"11,977","8,161","-3,816","107,422","212,328","104,906", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,War in the Pacific NHP,"25,309","33,075","7,766","318,711","367,152","48,441", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Washington Monument,"1,278","15,310","14,032","83,585","63,840","-19,745", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Washita Battlefield NHS,943,811,-132,"12,520","15,237","2,717", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Weir Farm NHP,"2,490","1,110","-1,380","25,430","31,512","6,082", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Whiskeytown NRA,"31,753","17,864","-13,889","805,295","816,608","11,313", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,White House,"31,661","10,786","-20,875","114,519","14,205","-100,314", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,White Sands NP,"46,649","61,602","14,953","415,383","782,469","367,086", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Whitman Mission NHS,846,840,-6,"34,933","43,921","8,988", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,William Howard Taft NHS,535,"1,144",609,"11,100","17,042","5,942", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Wilson's Creek NB,"27,643","12,464","-15,179","287,260","271,245","-16,015", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Wind Cave NP,"14,331","13,527",-804,"448,405","709,002","260,597", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Wolf Trap NP for the Performing Arts,"3,383","7,706","4,323","30,073","249,794","219,721", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Women's Rights NHP,162,879,717,"8,237","22,847","14,610", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,World War I Memorial,,,0,,,0, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,World War II Memorial,"196,672","311,467","114,795","1,924,128","3,727,167","1,803,039", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Wrangell-St. Elias NP & PRES,35,35,0,"16,655","50,189","33,534", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Wright Brothers NMEM,"13,833","15,177","1,344","277,963","482,192","204,229", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Wupatki NM,"8,339","8,339",0,"146,074","206,336","60,262", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Yellowstone NP,"28,643","37,749","9,106","3,806,306","4,860,537","1,054,231", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Yosemite NP,"117,454","129,273","11,819","2,268,313","3,287,595","1,019,282", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Yukon-Charley Rivers NPRES,20,0,-20,666,629,-37, Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
Dec-20,Dec-21,YTD 2020,YTD 2021,,Zion NP,"227,244","227,244",0,"3,591,254","5,055,096","1,463,842", Total,"13,651,336","15,850,602","2,199,266","236,763,581","288,286,704","51,523,123"
,,,,,,,,,,,,,,,,,,
Field21,Field22,Field23,Field24,Field25,Field26,Field27,Field28,Field29,Field30,Field31,Field32,,,,,,,
Total for DEC 2020,"13,651,336",Total for YTD 2020,"236,763,581",Total for DEC 2021,"15,850,602",Total for YTD 2021,"288,286,704","2,199,266","51,523,123",16.11%,21.76%,,,,,,,
